,value,Algorithm,TargetTime,StockID,OperationTime
1,282.14697398308533,Bayesian,1588257000.0,NVDA,1589034402
2,53.03464072385529,Bayesian,1588257000.0,AMD,1589034402
3,202.44611528796213,Bayesian,1588257000.0,BABA,1589034402
4,46.410021878840915,Bayesian,1588257000.0,KO,1589034402
5,103.43629378938807,Bayesian,1588257000.0,DIS,1589034402
6,2276.245972838481,Bayesian,1588257000.0,AMZN,1589034402
7,27.29598812453208,Bayesian,1588257000.0,BILI,1589034402
8,342.81791860557087,Bayesian,1588257000.0,NTES,1589034402
9,1255.0281241215375,Bayesian,1588257000.0,GOOG,1589034402
10,58.66679903144895,Bayesian,1588257000.0,INTC,1589034402
